from,to,carrier,departure,days_to_departure,price
Moscow,Berlin,Air-Baltic,2015-03-20,57,5890
Moscow,Berlin,Аэрофлот,2015-03-20,74,5782
Moscow,Berlin,Белавиа,2015-03-19,0,8680
Moscow,Berlin,Air-Berlin,2015-03-19,2,8127
Moscow,Berlin,Air-Berlin,2015-03-19,3,8252
Moscow,Berlin,Аэрофлот,2015-03-19,20,7438
Moscow,Berlin,Air-Berlin,2015-03-19,27,4665
Moscow,Berlin,Аэрофлот,2015-03-19,51,6438
Moscow,Berlin,Аэрофлот,2015-03-19,65,4412
Moscow,Berlin,Air-Berlin,2015-03-19,71,4444
Moscow,Berlin,Air-Berlin,2015-03-18,43,5458
Moscow,Berlin,Air-Berlin,2015-03-18,48,9120
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-03-17,0,11064
Moscow,Berlin,Аэрофлот,2015-03-17,4,9720
Moscow,Berlin,Air-Berlin,2015-03-17,12,5568
Moscow,Berlin,Аэрофлот,2015-03-17,40,6287
Moscow,Berlin,Air-Berlin,2015-03-17,45,5458
Moscow,Berlin,Air-Berlin,2015-03-17,60,4991
Moscow,Berlin,Трансаэро,2015-03-16,0,7886
Moscow,Berlin,Аэрофлот,2015-03-16,2,7172
Moscow,Berlin,S7---Сибирь---Air-Berlin,2015-03-16,5,5981
Moscow,Berlin,Air-Berlin,2015-03-16,12,6211
Moscow,Berlin,Air-Berlin,2015-03-16,17,4483
Moscow,Berlin,Air-Berlin,2015-03-16,24,4665
Moscow,Berlin,Air-Berlin---Air-Baltic---Аэрофлот,2015-03-16,32,5454
Moscow,Berlin,Трансаэро,2015-03-16,45,8547
Moscow,Berlin,Аэрофлот,2015-03-16,47,6521
Moscow,Berlin,Аэрофлот,2015-03-16,63,5856
Moscow,Berlin,Air-Berlin,2015-03-16,87,4855
Moscow,Berlin,Аэрофлот,2015-03-15,10,5903
Moscow,Berlin,S7---Сибирь,2015-03-15,16,7441
Moscow,Berlin,Трансаэро,2015-03-15,23,6974
Moscow,Berlin,Трансаэро,2015-03-15,39,5947
Moscow,Berlin,Аэрофлот,2015-03-15,78,7338
Moscow,Berlin,Аэрофлот---S7---Сибирь---Air-Berlin,2015-03-14,4,6368
Moscow,Berlin,Трансаэро,2015-03-14,8,7418
Moscow,Berlin,Air-Berlin,2015-03-14,11,5293
Moscow,Berlin,Аэрофлот---S7---Сибирь,2015-03-14,14,6526
Moscow,Berlin,Air-Berlin,2015-03-14,24,4854
Moscow,Berlin,Аэрофлот,2015-03-13,3,5903
Moscow,Berlin,Air-Berlin,2015-03-13,20,6827
Moscow,Berlin,Air-Berlin,2015-03-13,52,7771
Moscow,Berlin,Аэрофлот,2015-03-12,0,12808
Moscow,Berlin,Аэрофлот,2015-03-12,6,5903
Moscow,Berlin,Трансаэро---Аэрофлот,2015-03-11,0,8759
Moscow,Berlin,Austrian-Airlines---Brussels-Airlines,2015-03-11,7,7096
Moscow,Berlin,Air-Berlin,2015-03-11,9,4850
Moscow,Berlin,Air-Berlin,2015-03-11,18,7854
Moscow,Berlin,Air-Berlin,2015-03-11,21,4475
Moscow,Berlin,S7---Сибирь,2015-03-11,27,7688
Moscow,Berlin,Аэрофлот,2015-03-11,29,17521
Moscow,Berlin,Аэрофлот,2015-03-11,35,6438
Moscow,Berlin,Трансаэро,2015-03-10,4,11596
Moscow,Berlin,Air-Baltic,2015-03-10,14,4788
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-03-10,18,7777
Moscow,Berlin,S7---Сибирь,2015-03-10,24,6526
Moscow,Berlin,Air-Berlin,2015-03-10,27,7791
Moscow,Berlin,Аэрофлот,2015-03-10,40,8271
Moscow,Berlin,Air-Berlin,2015-03-10,45,7648
Moscow,Berlin,Air-Baltic,2015-03-10,52,6146
Moscow,Berlin,Air-Baltic,2015-03-10,53,6146
Moscow,Berlin,Аэрофлот,2015-03-09,3,6068
Moscow,Berlin,S7---Сибирь,2015-03-09,7,8809
Moscow,Berlin,Аэрофлот,2015-03-09,23,7370
Moscow,Berlin,Air-Berlin,2015-03-08,23,4475
Moscow,Berlin,Air-Baltic---Аэрофлот,2015-03-08,54,4460
Moscow,Berlin,Аэрофлот,2015-03-08,89,5394
Moscow,Berlin,Аэрофлот---MIAT---Mongolian-Airlines,2015-03-07,1,13351
Moscow,Berlin,Air-Berlin,2015-03-07,2,8579
Moscow,Berlin,Air-Berlin,2015-03-07,4,7338
Moscow,Berlin,Аэрофлот,2015-03-07,22,7309
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-03-07,24,6458
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ)---Air-Baltic---Аэрофлот,2015-03-07,31,9311
Moscow,Berlin,Air-Baltic,2015-03-07,33,5152
Moscow,Berlin,Аэрофлот,2015-03-07,78,6442
Moscow,Berlin,Аэрофлот,2015-03-07,79,6442
Moscow,Berlin,S7---Сибирь,2015-03-07,80,6056
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-03-06,0,8604
Moscow,Berlin,Аэрофлот,2015-03-06,1,8416
Moscow,Berlin,Трансаэро---SAS---Scandinavian-Airlines-System,2015-03-06,3,18904
Moscow,Berlin,Аэрофлот,2015-03-06,7,8588
Moscow,Berlin,Air-Baltic---Аэрофлот,2015-03-06,13,8863
Moscow,Berlin,Аэрофлот,2015-03-06,22,12090
Moscow,Berlin,Аэрофлот,2015-03-06,23,8212
Moscow,Berlin,Air-Berlin,2015-03-06,39,8026
Moscow,Berlin,Air-Berlin,2015-03-06,50,9320
Moscow,Berlin,Air-Berlin,2015-03-06,52,7775
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-03-05,0,22025
Moscow,Berlin,Трансаэро---Air-Berlin---S7---Сибирь,2015-03-05,1,11084
Moscow,Berlin,Трансаэро,2015-03-05,3,8287
Moscow,Berlin,Аэрофлот,2015-03-05,5,6068
Moscow,Berlin,Аэрофлот,2015-03-05,6,9568
Moscow,Berlin,Аэрофлот,2015-03-05,51,5856
Moscow,Berlin,Трансаэро,2015-03-04,2,11915
Moscow,Berlin,Аэрофлот,2015-03-04,4,6068
Moscow,Berlin,Air-Berlin,2015-03-04,15,6668
Moscow,Berlin,S7---Сибирь,2015-03-04,22,10222
Moscow,Berlin,Air-Berlin,2015-03-04,47,5580
Moscow,Berlin,Аэрофлот,2015-03-03,12,6922
Moscow,Berlin,Air-Berlin,2015-03-03,18,7201
Moscow,Berlin,Air-Berlin,2015-03-03,21,7437
Moscow,Berlin,S7---Сибирь,2015-03-03,34,6611
Moscow,Berlin,Air-Berlin,2015-03-02,0,8092
Moscow,Berlin,Air-Berlin,2015-03-02,9,4448
Moscow,Berlin,Аэрофлот,2015-03-02,24,8324
Moscow,Berlin,Air-Berlin,2015-03-02,25,5622
Moscow,Berlin,Аэрофлот,2015-03-02,33,6356
Moscow,Berlin,Air-Berlin,2015-03-02,39,5374
Moscow,Berlin,Трансаэро,2015-03-01,1,14135
Moscow,Berlin,Аэрофлот,2015-03-01,11,8065
Moscow,Berlin,Трансаэро,2015-03-01,16,17430
Moscow,Berlin,Аэрофлот,2015-03-01,23,8324
Moscow,Berlin,Аэрофлот,2015-03-01,25,8367
Moscow,Berlin,Аэрофлот,2015-03-01,30,6438
Moscow,Berlin,Air-Berlin,2015-02-28,9,7256
Moscow,Berlin,Air-Berlin,2015-02-28,15,10483
Moscow,Berlin,Аэрофлот,2015-02-28,17,12163
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-02-28,19,8990
Moscow,Berlin,Аэрофлот,2015-02-28,21,12401
Moscow,Berlin,Air-Baltic---Air-Berlin,2015-02-28,24,5321
Moscow,Berlin,Аэрофлот---Air-Baltic,2015-02-28,26,6025
Moscow,Berlin,Аэрофлот,2015-02-27,4,6028
Moscow,Berlin,Трансаэро,2015-02-27,20,9752
Moscow,Berlin,Air-Baltic,2015-02-27,26,5200
Moscow,Berlin,Аэрофлот,2015-02-27,32,6356
Moscow,Berlin,Air-Baltic,2015-02-27,47,4460
Moscow,Berlin,Аэрофлот,2015-02-27,49,5856
Moscow,Berlin,S7---Сибирь,2015-02-27,75,6620
Moscow,Berlin,Аэрофлот,2015-02-27,79,6974
Moscow,Berlin,Аэрофлот,2015-02-26,8,9487
Moscow,Berlin,Трансаэро,2015-02-26,34,9609
Moscow,Berlin,Трансаэро,2015-02-26,41,8212
Moscow,Berlin,Air-Berlin,2015-02-26,45,8249
Moscow,Berlin,Аэрофлот,2015-02-25,2,8888
Moscow,Berlin,Аэрофлот,2015-02-25,18,8324
Moscow,Berlin,Трансаэро,2015-02-25,24,8547
Moscow,Berlin,Air-Baltic---Brussels-Airlines---Air-Berlin,2015-02-25,35,6860
Moscow,Berlin,Аэрофлот,2015-02-25,46,5947
Moscow,Berlin,Трансаэро,2015-02-24,0,8165
Moscow,Berlin,Air-Berlin,2015-02-24,16,7791
Moscow,Berlin,Air-Baltic,2015-02-24,31,4980
Moscow,Berlin,Аэрофлот,2015-02-24,37,12401
Moscow,Berlin,Аэрофлот,2015-02-24,39,12484
Moscow,Berlin,Air-Baltic,2015-02-23,24,5057
Moscow,Berlin,Аэрофлот,2015-02-23,44,7532
Moscow,Berlin,Трансаэро,2015-02-23,46,6749
Moscow,Berlin,Трансаэро---Аэрофлот---Turkish-Airlines---Air-Baltic,2015-02-22,0,10714
Moscow,Berlin,Аэрофлот,2015-02-22,1,11752
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-02-22,6,8363
Moscow,Berlin,Аэрофлот,2015-02-22,11,6479
Moscow,Berlin,Air-Berlin,2015-02-22,24,4600
Moscow,Berlin,Аэрофлот,2015-02-22,31,6356
Moscow,Berlin,Трансаэро---Аэрофлот,2015-02-21,0,6596
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-02-21,8,7362
Moscow,Berlin,S7---Сибирь,2015-02-21,15,8075
Moscow,Berlin,Air-Berlin,2015-02-21,22,5458
Moscow,Berlin,Air-Baltic,2015-02-21,25,8150
Moscow,Berlin,Трансаэро,2015-02-21,43,7699
Moscow,Berlin,Аэрофлот,2015-02-21,59,8331
Moscow,Berlin,Трансаэро,2015-02-21,60,6148
Moscow,Berlin,Аэрофлот,2015-02-20,0,17023
Moscow,Berlin,S7---Сибирь---Трансаэро,2015-02-20,2,10035
Moscow,Berlin,Трансаэро,2015-02-20,3,11677
Moscow,Berlin,Air-Baltic,2015-02-20,15,5150
Moscow,Berlin,Air-Berlin,2015-02-20,21,5783
Moscow,Berlin,Аэрофлот,2015-02-20,32,6479
Moscow,Berlin,Аэрофлот---Air-Berlin,2015-02-20,36,6745
Moscow,Berlin,Air-Baltic---Аэрофлот,2015-02-20,37,4922
Moscow,Berlin,Аэрофлот,2015-02-20,39,4412
Moscow,Berlin,Аэрофлот---Air-Berlin---S7---Сибирь,2015-02-20,41,6385
Moscow,Berlin,Аэрофлот,2015-02-20,43,4412
Moscow,Berlin,Аэрофлот,2015-02-20,57,4318
Moscow,Berlin,Трансаэро,2015-02-20,83,4705
Moscow,Berlin,Аэрофлот---Трансаэро,2015-02-19,0,10143
Moscow,Berlin,Аэрофлот,2015-02-19,8,8324
Moscow,Berlin,Трансаэро,2015-02-19,41,7953
Moscow,Berlin,Аэрофлот,2015-02-19,43,4412
Moscow,Berlin,Аэрофлот,2015-02-18,3,7950
Moscow,Berlin,Аэрофлот,2015-02-18,14,8271
Moscow,Berlin,Аэрофлот,2015-02-18,17,6438
Moscow,Berlin,Air-Berlin,2015-02-18,50,5436
Moscow,Berlin,Трансаэро,2015-02-18,79,4512
Moscow,Berlin,Air-Berlin,2015-02-17,10,4621
Moscow,Berlin,Air-Berlin,2015-02-17,16,4988
Moscow,Berlin,Air-Berlin---Air-Baltic,2015-02-16,5,7968
Moscow,Berlin,Air-Berlin,2015-02-16,9,5239
Moscow,Berlin,Аэрофлот,2015-02-16,11,6479
Moscow,Berlin,Air-Berlin,2015-02-16,12,7198
Moscow,Berlin,S7---Сибирь,2015-02-16,16,7883
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-02-16,17,5606
Moscow,Berlin,S7---Сибирь---Air-Berlin,2015-02-16,24,7370
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-02-16,25,7313
Moscow,Berlin,Air-Berlin,2015-02-16,26,5778
Moscow,Berlin,Аэрофлот,2015-02-16,35,4412
Moscow,Berlin,S7---Сибирь,2015-02-16,57,7261
Moscow,Berlin,Air-Berlin,2015-02-16,59,4340
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-02-15,3,5565
Moscow,Berlin,Air-Berlin,2015-02-15,7,4621
Moscow,Berlin,Air-Berlin,2015-02-15,12,4801
Moscow,Berlin,Аэрофлот,2015-02-15,23,6356
Moscow,Berlin,Аэрофлот,2015-02-15,24,6356
Moscow,Berlin,Аэрофлот,2015-02-14,8,7545
Moscow,Berlin,Air-Berlin,2015-02-14,10,7751
Moscow,Berlin,Аэрофлот,2015-02-14,28,6479
Moscow,Berlin,Аэрофлот,2015-02-14,33,4412
Moscow,Berlin,Air-Berlin,2015-02-13,0,7642
Moscow,Berlin,Air-Berlin,2015-02-13,1,7102
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-02-13,4,6934
Moscow,Berlin,Аэрофлот,2015-02-13,9,8271
Moscow,Berlin,Аэрофлот,2015-02-12,0,15950
Moscow,Berlin,Air-Berlin,2015-02-12,5,4595
Moscow,Berlin,Air-Berlin,2015-02-12,7,7791
Moscow,Berlin,Air-Berlin,2015-02-12,9,6167
Moscow,Berlin,Трансаэро,2015-02-12,14,8162
Moscow,Berlin,Аэрофлот,2015-02-12,16,6356
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-02-11,1,6910
Moscow,Berlin,Аэрофлот,2015-02-11,14,6356
Moscow,Berlin,Air-Baltic,2015-02-11,20,6189
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-02-11,21,10093
Moscow,Berlin,Air-Baltic,2015-02-11,24,6073
Moscow,Berlin,Аэрофлот,2015-02-11,26,6556
Moscow,Berlin,Air-Berlin,2015-02-11,52,5784
Moscow,Berlin,Аэрофлот,2015-02-10,0,12163
Moscow,Berlin,Аэрофлот,2015-02-10,1,8516
Moscow,Berlin,Air-Baltic,2015-02-10,10,5200
Moscow,Berlin,Air-Berlin,2015-02-10,11,7751
Moscow,Berlin,Air-Berlin,2015-02-09,1,8437
Moscow,Berlin,Аэрофлот---Трансаэро,2015-02-09,6,9300
Moscow,Berlin,Air-Berlin,2015-02-09,7,4988
Moscow,Berlin,Air-Berlin,2015-02-09,8,4942
Moscow,Berlin,Трансаэро,2015-02-08,5,8162
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-02-08,22,10728
Moscow,Berlin,Трансаэро,2015-02-08,49,5887
Moscow,Berlin,Air-Berlin,2015-02-07,3,7751
Moscow,Berlin,S7---Сибирь---Air-Berlin,2015-02-07,6,10804
Moscow,Berlin,Аэрофлот,2015-02-07,10,6356
Moscow,Berlin,Аэрофлот,2015-02-07,19,6479
Moscow,Berlin,Трансаэро,2015-02-07,51,6156
Moscow,Berlin,Аэрофлот---Air-Berlin---S7---Сибирь,2015-02-06,0,11053
Moscow,Berlin,Аэрофлот,2015-02-06,4,15885
Moscow,Berlin,Аэрофлот,2015-02-06,14,12246
Moscow,Berlin,Аэрофлот,2015-02-06,46,6438
Moscow,Berlin,Трансаэро,2015-02-05,0,9994
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-02-05,2,6178
Moscow,Berlin,Трансаэро,2015-02-05,12,8061
Moscow,Berlin,Air-Berlin,2015-02-04,0,7736
Moscow,Berlin,Air-Berlin,2015-02-04,2,5903
Moscow,Berlin,Аэрофлот,2015-02-04,6,10054
Moscow,Berlin,Аэрофлот,2015-02-04,8,8257
Moscow,Berlin,Аэрофлот,2015-02-04,14,6479
Moscow,Berlin,Трансаэро,2015-02-04,15,7534
Moscow,Berlin,Аэрофлот,2015-02-04,32,5782
Moscow,Berlin,Аэрофлот,2015-02-03,0,10919
Moscow,Berlin,Аэрофлот,2015-02-03,1,8514
Moscow,Berlin,Air-Berlin,2015-02-03,18,8273
Moscow,Berlin,Air-Berlin,2015-02-03,27,8249
Moscow,Berlin,Трансаэро,2015-02-03,43,6148
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-02-02,0,11535
Moscow,Berlin,Аэрофлот,2015-02-02,2,7012
Moscow,Berlin,Air-Berlin,2015-02-02,6,7648
Moscow,Berlin,Аэрофлот,2015-02-02,11,6356
Moscow,Berlin,Трансаэро,2015-02-02,14,8778
Moscow,Berlin,Air-Baltic,2015-02-02,15,5982
Moscow,Berlin,Air-Berlin,2015-02-02,18,6741
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ)---Air-Berlin,2015-02-02,26,5205
Moscow,Berlin,Трансаэро,2015-02-01,2,8547
Moscow,Berlin,Аэрофлот,2015-02-01,5,6356
Moscow,Berlin,Аэрофлот,2015-02-01,6,11909
Moscow,Berlin,Аэрофлот,2015-02-01,16,6479
Moscow,Berlin,Аэрофлот,2015-02-01,19,7532
Moscow,Berlin,Трансаэро,2015-02-01,41,5765
Moscow,Berlin,Аэрофлот,2015-01-31,0,8463
Moscow,Berlin,Air-Berlin,2015-01-31,2,7763
Moscow,Berlin,S7---Сибирь,2015-01-31,3,7785
Moscow,Berlin,S7---Сибирь,2015-01-31,15,9307
Moscow,Berlin,Аэрофлот,2015-01-31,16,4939
Moscow,Berlin,Трансаэро,2015-01-31,33,7622
Moscow,Berlin,Трансаэро---Аэрофлот,2015-01-31,44,6212
Moscow,Berlin,Аэрофлот,2015-01-30,0,8966
Moscow,Berlin,Аэрофлот,2015-01-30,14,6479
Moscow,Berlin,Аэрофлот,2015-01-30,17,4412
Moscow,Berlin,Аэрофлот,2015-01-30,18,4412
Moscow,Berlin,Finnair---Аэрофлот,2015-01-30,19,5847
Moscow,Berlin,Аэрофлот,2015-01-30,22,5856
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-01-29,0,13304
Moscow,Berlin,Аэрофлот,2015-01-29,1,6718
Moscow,Berlin,Аэрофлот,2015-01-29,5,6356
Moscow,Berlin,Аэрофлот,2015-01-29,6,6356
Moscow,Berlin,Аэрофлот,2015-01-29,8,6479
Moscow,Berlin,Аэрофлот,2015-01-29,10,6479
Moscow,Berlin,Аэрофлот,2015-01-29,18,4412
Moscow,Berlin,Аэрофлот,2015-01-29,19,4412
Moscow,Berlin,Трансаэро,2015-01-29,33,5202
Moscow,Berlin,Аэрофлот,2015-01-29,35,4297
Moscow,Berlin,Трансаэро---Аэрофлот,2015-01-29,37,7189
Moscow,Berlin,Аэрофлот,2015-01-28,0,8339
Moscow,Berlin,Аэрофлот,2015-01-28,4,11687
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-01-28,11,7289
Moscow,Berlin,Аэрофлот,2015-01-27,8,8414
Moscow,Berlin,Аэрофлот,2015-01-27,10,9334
Moscow,Berlin,Аэрофлот,2015-01-27,12,5773
Moscow,Berlin,Аэрофлот,2015-01-27,14,4412
Moscow,Berlin,Аэрофлот,2015-01-27,15,4412
Moscow,Berlin,Аэрофлот,2015-01-27,20,4412
Moscow,Berlin,Аэрофлот,2015-01-27,22,4412
Moscow,Berlin,Аэрофлот,2015-01-26,12,4785
Moscow,Berlin,Аэрофлот,2015-01-26,26,4318
Moscow,Berlin,Аэрофлот,2015-01-26,30,7338
Moscow,Berlin,Аэрофлот,2015-01-25,0,10067
Moscow,Berlin,Аэрофлот,2015-01-25,13,5856
Moscow,Berlin,Аэрофлот,2015-01-25,18,4412
Moscow,Berlin,Аэрофлот,2015-01-25,21,4412
Moscow,Berlin,Трансаэро,2015-01-25,24,8217
Moscow,Berlin,MIAT---Mongolian-Airlines---Аэрофлот---S7---Сибирь,2015-01-24,0,7956
Moscow,Berlin,Аэрофлот,2015-01-24,1,12480
Moscow,Berlin,Аэрофлот,2015-01-24,6,6479
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-01-24,24,6570
Moscow,Berlin,S7---Сибирь,2015-01-23,0,12274
Moscow,Berlin,Аэрофлот,2015-01-23,3,6479
Moscow,Berlin,Аэрофлот,2015-01-23,5,6575
Moscow,Berlin,Air-Berlin,2015-01-23,24,5271
Moscow,Berlin,Трансаэро,2015-01-22,1,6572
Moscow,Berlin,Аэрофлот,2015-01-22,2,12480
Moscow,Berlin,S7---Сибирь,2015-01-22,69,5561
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-01-21,1,11532
Moscow,Berlin,Аэрофлот,2015-01-21,2,8324
Moscow,Berlin,S7---Сибирь,2015-01-21,4,12747
Moscow,Berlin,Аэрофлот,2015-01-21,5,7010
Moscow,Berlin,Аэрофлот,2015-01-21,15,4412
Moscow,Berlin,Air-Berlin---Аэрофлот,2015-01-20,4,6550
Moscow,Berlin,Аэрофлот,2015-01-20,5,4918
Moscow,Berlin,Аэрофлот,2015-01-20,6,4785
Moscow,Berlin,Аэрофлот---Трансаэро,2015-01-20,27,6875
Moscow,Berlin,Air-Berlin---Air-Baltic,2015-01-20,90,3070
Moscow,Berlin,Air-Berlin,2015-01-19,0,7771
Moscow,Berlin,Аэрофлот,2015-01-19,6,4412
Moscow,Berlin,Аэрофлот,2015-01-19,7,4412
Moscow,Berlin,Air-Berlin,2015-01-19,16,6928
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-01-19,24,5541
Moscow,Berlin,SWISS---Air-Berlin,2015-01-18,1,14199
Moscow,Berlin,Трансаэро,2015-01-18,8,7113
Moscow,Berlin,Аэрофлот,2015-01-18,16,11138
Moscow,Berlin,Air-Berlin,2015-01-18,81,3708
Moscow,Berlin,Air-Berlin,2015-01-17,0,9350
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-01-17,10,9531
Moscow,Berlin,Трансаэро,2015-01-17,15,24059
Moscow,Berlin,Международные-авиалинии-Украины-(МАУ),2015-01-17,24,6268
Moscow,Berlin,Air-Berlin,2015-01-17,87,3158
Moscow,Berlin,Трансаэро,2015-01-16,4,7780
Moscow,Berlin,Air-Baltic---Аэрофлот,2015-01-16,5,5926
Moscow,Berlin,Air-Berlin,2015-01-16,24,6176
Moscow,Berlin,Аэрофлот,2015-01-15,0,9152
Moscow,Berlin,Аэрофлот,2015-01-15,5,5856
Moscow,Berlin,Аэрофлот,2015-01-15,6,11138
Moscow,Berlin,Трансаэро,2015-01-15,11,9782
Moscow,Berlin,Аэрофлот,2015-01-15,20,7438
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-01-14,0,10526
Moscow,Berlin,Air-Berlin,2015-01-14,10,6928
Moscow,Berlin,Air-Berlin,2015-01-13,2,7502
Moscow,Berlin,Аэрофлот,2015-01-13,29,5714
Moscow,Berlin,Трансаэро,2015-01-13,31,5084
Moscow,Berlin,Трансаэро,2015-01-13,35,6284
Moscow,Berlin,Трансаэро,2015-01-13,89,8742
Moscow,Berlin,Air-Berlin,2015-01-12,0,7566
Moscow,Berlin,Air-Berlin,2015-01-12,3,9772
Moscow,Berlin,Air-Berlin,2015-01-12,8,12665
Moscow,Berlin,S7---Сибирь---Аэрофлот,2015-01-12,9,6831
Moscow,Berlin,Аэрофлот,2015-01-11,1,18678
Moscow,Berlin,Аэрофлот,2015-01-11,12,9683
Moscow,Berlin,Аэрофлот,2015-01-11,22,6500
Moscow,Berlin,Трансаэро,2015-01-11,47,6092
Moscow,Berlin,Аэрофлот,2015-01-10,3,18123
Moscow,Berlin,Аэрофлот,2015-01-10,24,5714
Moscow,Berlin,Трансаэро,2015-01-09,1,7861
Moscow,Berlin,Трансаэро---Air-Berlin,2015-01-09,5,12924
Moscow,Berlin,Трансаэро,2015-01-09,14,10123
Moscow,Berlin,Аэрофлот,2015-01-08,0,6144
Moscow,Berlin,Аэрофлот,2015-01-08,2,11138
Moscow,Berlin,Аэрофлот,2015-01-08,4,18123
Moscow,Berlin,Трансаэро,2015-01-08,18,5887
Moscow,Berlin,Аэрофлот,2015-01-08,20,8164
Moscow,Berlin,Air-Baltic,2015-01-08,68,11066
Moscow,Berlin,Lufthansa---Air-France,2015-01-07,0,26968
Moscow,Berlin,Аэрофлот,2015-01-07,3,7532
Moscow,Berlin,Трансаэро,2015-01-07,14,12118
Moscow,Berlin,Аэрофлот,2015-01-07,16,12940
Moscow,Berlin,Аэрофлот,2015-01-07,52,6348
Moscow,Berlin,Аэрофлот,2015-01-06,0,16351
Moscow,Berlin,Аэрофлот,2015-01-06,12,10899
Moscow,Berlin,Air-Berlin,2015-01-06,13,17880
Moscow,Berlin,Трансаэро,2015-01-06,80,9838
Moscow,Berlin,Аэрофлот---S7---Сибирь,2015-01-05,0,10797
Moscow,Berlin,S7---Сибирь,2015-01-05,2,11376
Moscow,Berlin,S7---Сибирь,2015-01-05,6,9467
Moscow,Berlin,Аэрофлот,2015-01-05,7,10899
Moscow,Berlin,Трансаэро,2015-01-05,8,8898
Moscow,Berlin,Аэрофлот,2015-01-05,34,13122
Moscow,Berlin,Трансаэро,2015-01-05,40,9918
Moscow,Berlin,Аэрофлот,2015-01-05,90,10766
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-01-04,0,20180
Moscow,Berlin,Air-India,2015-01-04,84,13898
Moscow,Berlin,Air-India,2015-01-04,86,15160
Moscow,Berlin,Air-Berlin,2015-01-03,0,25900
Moscow,Berlin,Трансаэро,2015-01-03,1,25069
Moscow,Berlin,MIAT---Mongolian-Airlines,2015-01-03,4,8736
Moscow,Berlin,S7---Сибирь,2015-01-03,6,12883
Moscow,Berlin,Аэрофлот,2015-01-03,31,12198
Moscow,Berlin,Трансаэро,2015-01-02,1,15419
Moscow,Berlin,Аэрофлот,2015-01-02,2,12693
Moscow,Berlin,Air-Berlin,2015-01-02,5,9414
Moscow,Berlin,Трансаэро,2015-01-02,13,8690
Moscow,Berlin,Air-Berlin---S7---Сибирь,2015-01-02,20,24469
Moscow,Berlin,Аэрофлот,2015-01-02,59,13998
Moscow,Berlin,Аэрофлот,2015-01-02,84,11757
Moscow,Berlin,Аэрофлот,2015-01-01,6,8778
Moscow,Berlin,Трансаэро,2015-01-01,36,9232
Moscow,Berlin,Аэрофлот,2014-12-31,0,10671
Moscow,Berlin,Трансаэро,2014-12-31,9,7626
Moscow,Berlin,Трансаэро,2014-12-31,15,7127
Moscow,Berlin,S7---Сибирь,2014-12-30,0,9112
Moscow,Berlin,Аэрофлот,2014-12-30,13,14291
Moscow,Berlin,Air-Berlin,2014-12-30,57,9540
Moscow,Berlin,Трансаэро,2014-12-30,74,14016
Moscow,Berlin,Аэрофлот,2014-12-29,0,6860
Moscow,Berlin,Аэрофлот,2014-12-29,1,7912
Moscow,Berlin,Аэрофлот,2014-12-29,11,6442
Moscow,Berlin,S7---Сибирь,2014-12-29,12,7817
Moscow,Berlin,Аэрофлот,2014-12-28,0,7364
Moscow,Berlin,Аэрофлот,2014-12-28,2,5542
Moscow,Berlin,S7---Сибирь,2014-12-28,3,8585
Moscow,Berlin,S7---Сибирь,2014-12-28,10,14651
Moscow,Berlin,Трансаэро,2014-12-28,11,8792
Moscow,Berlin,Аэрофлот,2014-12-27,0,5710
Moscow,Berlin,Аэрофлот,2014-12-27,4,8331
Moscow,Berlin,Аэрофлот---Трансаэро,2014-12-26,7,7603
Moscow,Berlin,Трансаэро,2014-12-26,26,5494
Moscow,Berlin,S7---Сибирь,2014-12-26,59,7356
Moscow,Berlin,Air-Berlin,2014-12-26,80,5816
Moscow,Berlin,Аэрофлот,2014-12-25,0,7338
Moscow,Berlin,Трансаэро,2014-12-25,2,5683
Moscow,Berlin,Аэрофлот---Трансаэро,2014-12-25,3,6682
Moscow,Berlin,Аэрофлот,2014-12-25,4,8331
Moscow,Berlin,Трансаэро,2014-12-25,7,7122
